iteracion,COMPRAR_100,COMPRAR_75,COMPRAR_50,COMPRAR_25,COMPRAR_10,MANTENER,VENDER_10,VENDER_25,VENDER_50,VENDER_75,VENDER_100
1457,0.291203,0.310628,0.399399,0.386704,0.361207,0.423285,0.43379,0.36361,0.426915,0.436954,0.417303
1458,0.291203,0.310628,0.399399,0.386704,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.417303
1459,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.417303
1460,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.421683
1461,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.424311
1462,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.426903
1463,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.424149
1464,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.428895
1465,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.429742
1466,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.427165
1467,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.427453
1468,0.291203,0.310628,0.399399,0.387739,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.425785
1469,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.426915,0.436954,0.425785
1470,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.425785
1471,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.432018
1472,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.438292
1473,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.436946
1474,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.434282
1475,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.43165
1476,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.432886
1477,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.433191
1478,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.427615,0.436954,0.430671
1479,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.425541,0.436954,0.430671
1480,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.433344,0.36361,0.425541,0.434778,0.430671
1481,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.434203,0.36361,0.425541,0.434778,0.430671
1482,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.439048,0.36361,0.425541,0.434778,0.430671
1483,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.438763,0.36361,0.425541,0.434778,0.430671
1484,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.440946,0.36361,0.425541,0.434778,0.430671
1485,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.440951,0.36361,0.425541,0.434778,0.430671
1486,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.442391,0.36361,0.425541,0.434778,0.430671
1487,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.446391,0.36361,0.425541,0.434778,0.430671
1488,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.444256,0.36361,0.425541,0.434778,0.430671
1489,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.444381,0.36361,0.425541,0.434778,0.430671
1490,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.442996,0.36361,0.425541,0.434778,0.430671
1491,0.291203,0.310628,0.399399,0.38435,0.361207,0.423285,0.440535,0.36361,0.425541,0.434778,0.430671
1492,0.291203,0.310628,0.396128,0.38435,0.361207,0.423285,0.440535,0.36361,0.425541,0.434778,0.430671
1493,0.287469,0.310628,0.396128,0.38435,0.361207,0.423285,0.440535,0.36361,0.425541,0.434778,0.430671
1494,0.287469,0.310628,0.396128,0.38435,0.361207,0.423285,0.440535,0.367937,0.425541,0.434778,0.430671
1495,0.287469,0.310628,0.396128,0.38435,0.361207,0.423285,0.440535,0.366454,0.425541,0.434778,0.430671
1496,0.287469,0.310628,0.396128,0.38435,0.361207,0.423285,0.440535,0.36566,0.425541,0.434778,0.430671
1497,0.287469,0.310628,0.396128,0.38435,0.361007,0.423285,0.440535,0.36566,0.425541,0.434778,0.430671
1498,0.287469,0.310628,0.396128,0.38435,0.361007,0.423285,0.440535,0.36566,0.425541,0.434778,0.432931
1499,0.287469,0.310628,0.396128,0.38435,0.361007,0.423285,0.440535,0.36566,0.425541,0.434778,0.431334
1500,0.287469,0.310628,0.396128,0.38435,0.361007,0.420906,0.440535,0.36566,0.425541,0.434778,0.431334
1501,0.287469,0.310628,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425541,0.434778,0.431334
1502,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425541,0.434778,0.431334
1503,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.426836,0.434778,0.431334
1504,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.427755,0.434778,0.431334
1505,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425178,0.434778,0.431334
1506,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425178,0.436567,0.431334
1507,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425178,0.434709,0.431334
1508,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425178,0.434709,0.432995
1509,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425178,0.434709,0.433175
1510,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439835,0.36566,0.425178,0.434709,0.430751
1511,0.287469,0.307555,0.396128,0.38435,0.361007,0.420906,0.439759,0.36566,0.425178,0.434709,0.430751
1512,0.287469,0.307555,0.396128,0.38435,0.358677,0.420906,0.439759,0.36566,0.425178,0.434709,0.430751
1513,0.287469,0.307555,0.396128,0.38435,0.358677,0.420906,0.439759,0.364268,0.425178,0.434709,0.430751
1514,0.287469,0.307555,0.396128,0.385678,0.358677,0.420906,0.439759,0.364268,0.425178,0.434709,0.430751
1515,0.287469,0.307555,0.396128,0.382688,0.358677,0.420906,0.439759,0.364268,0.425178,0.434709,0.430751
1516,0.287469,0.307555,0.396128,0.382688,0.358677,0.420906,0.442544,0.364268,0.425178,0.434709,0.430751
1517,0.287469,0.307555,0.396128,0.382688,0.358677,0.420906,0.439766,0.364268,0.425178,0.434709,0.430751
1518,0.287469,0.307555,0.396128,0.382688,0.358677,0.420906,0.439766,0.364268,0.425178,0.435112,0.430751
1519,0.287469,0.307555,0.397512,0.382688,0.358677,0.420906,0.439766,0.364268,0.425178,0.435112,0.430751
1520,0.287469,0.307555,0.398864,0.382688,0.358677,0.420906,0.439766,0.364268,0.425178,0.435112,0.430751
1521,0.287469,0.307555,0.396015,0.382688,0.358677,0.420906,0.439766,0.364268,0.425178,0.435112,0.430751
1522,0.287469,0.307555,0.396015,0.382688,0.358677,0.420906,0.439766,0.364268,0.425178,0.435351,0.430751
1523,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.439766,0.364268,0.425178,0.435351,0.430751
1524,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.439766,0.364268,0.425157,0.435351,0.430751
1525,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.439766,0.364268,0.425157,0.434075,0.430751
1526,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.425157,0.434075,0.430751
1527,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.425157,0.434075,0.432492
1528,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.425157,0.434075,0.430989
1529,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.42619,0.434075,0.430989
1530,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.42761,0.434075,0.430989
1531,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.428198,0.434075,0.430989
1532,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.429099,0.434075,0.430989
1533,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.364268,0.427639,0.434075,0.430989
1534,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.371698,0.427639,0.434075,0.430989
1535,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.379191,0.427639,0.434075,0.430989
1536,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.378219,0.427639,0.434075,0.430989
1537,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.377731,0.427639,0.434075,0.430989
1538,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.379799,0.427639,0.434075,0.430989
1539,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.378286,0.427639,0.434075,0.430989
1540,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.380776,0.427639,0.434075,0.430989
1541,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.381812,0.427639,0.434075,0.430989
1542,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.384213,0.427639,0.434075,0.430989
1543,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.383996,0.427639,0.434075,0.430989
1544,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.380948,0.427639,0.434075,0.430989
1545,0.287469,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.378546,0.427639,0.434075,0.430989
1546,0.283831,0.307555,0.396015,0.382688,0.358677,0.4195,0.438334,0.378546,0.427639,0.434075,0.430989
1547,0.283831,0.303309,0.396015,0.382688,0.358677,0.4195,0.438334,0.378546,0.427639,0.434075,0.430989
1548,0.283831,0.303309,0.396015,0.382688,0.360926,0.4195,0.438334,0.378546,0.427639,0.434075,0.430989
1549,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.430989
1550,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.434934
1551,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.438328
1552,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.440149
1553,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.43769
1554,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.436829
1555,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.438883
1556,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.437031
1557,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.438244
1558,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.438838
1559,0.283831,0.303309,0.396015,0.382688,0.358761,0.4195,0.438334,0.378546,0.427639,0.434075,0.438629
1560,0.283831,0.303309,0.396015,0.382688,0.358761,0.416927,0.438334,0.378546,0.427639,0.434075,0.438629
1561,0.283831,0.303309,0.396015,0.382688,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.438629
1562,0.283831,0.303309,0.396015,0.382688,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1563,0.283831,0.303309,0.396015,0.386909,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1564,0.283831,0.303309,0.396015,0.390407,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1565,0.283831,0.303309,0.396015,0.388779,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1566,0.283831,0.303309,0.396015,0.38909,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1567,0.283831,0.303309,0.396015,0.391499,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1568,0.283831,0.303309,0.396015,0.386211,0.358761,0.416927,0.438334,0.378546,0.427639,0.433306,0.436484
1569,0.283831,0.303309,0.396015,0.386211,0.358761,0.416927,0.435267,0.378546,0.427639,0.433306,0.436484
1570,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.378546,0.427639,0.433306,0.436484
1571,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.378546,0.4255,0.433306,0.436484
1572,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.378546,0.4255,0.433394,0.436484
1573,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.381867,0.4255,0.433394,0.436484
1574,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.384007,0.4255,0.433394,0.436484
1575,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.392402,0.4255,0.433394,0.436484
1576,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.392727,0.4255,0.433394,0.436484
1577,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.389799,0.4255,0.433394,0.436484
1578,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.392477,0.4255,0.433394,0.436484
1579,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.389548,0.4255,0.433394,0.436484
1580,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.433394,0.436484
1581,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.436296,0.436484
1582,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.439393,0.436484
1583,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.4414,0.436484
1584,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.443444,0.436484
1585,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.444578,0.436484
1586,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.445063,0.436484
1587,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.444568,0.436484
1588,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.442215,0.436484
1589,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.442795,0.436484
1590,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.440702,0.436484
1591,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.443042,0.436484
1592,0.283831,0.303309,0.393206,0.386211,0.358761,0.416927,0.435267,0.386662,0.4255,0.441998,0.436484
1593,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.441998,0.436484
1594,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.443986,0.436484
1595,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.446184,0.436484
1596,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.447359,0.436484
1597,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.445429,0.436484
1598,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.448179,0.436484
1599,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.445927,0.436484
1600,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.445979,0.436484
1601,0.283831,0.303309,0.393206,0.386211,0.355155,0.416927,0.435267,0.386662,0.4255,0.445979,0.434333
1602,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.4255,0.445979,0.434333
1603,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.4255,0.448228,0.434333
1604,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.4255,0.448219,0.434333
1605,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.4255,0.446277,0.434333
1606,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.429889,0.446277,0.434333
1607,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.428559,0.446277,0.434333
1608,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.431293,0.446277,0.434333
1609,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.432418,0.446277,0.434333
1610,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.430204,0.446277,0.434333
1611,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.431765,0.446277,0.434333
1612,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.439544,0.446277,0.434333
1613,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.440024,0.446277,0.434333
1614,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.439769,0.446277,0.434333
1615,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.437366,0.446277,0.434333
1616,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.434989,0.446277,0.434333
1617,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.386662,0.432638,0.446277,0.434333
1618,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.435267,0.383819,0.432638,0.446277,0.434333
1619,0.283831,0.303309,0.393206,0.386211,0.355155,0.415141,0.43562,0.383819,0.432638,0.446277,0.434333
1620,0.283831,0.303309,0.393206,0.383371,0.355155,0.415141,0.43562,0.383819,0.432638,0.446277,0.434333
1621,0.283831,0.303309,0.392478,0.383371,0.355155,0.415141,0.43562,0.383819,0.432638,0.446277,0.434333
1622,0.283831,0.303309,0.392478,0.383371,0.355155,0.415141,0.432973,0.383819,0.432638,0.446277,0.434333
1623,0.283258,0.303309,0.392478,0.383371,0.355155,0.415141,0.432973,0.383819,0.432638,0.446277,0.434333
1624,0.283258,0.303309,0.392478,0.383371,0.355155,0.415141,0.432973,0.383819,0.432638,0.444613,0.434333
1625,0.283258,0.301157,0.392478,0.383371,0.355155,0.415141,0.432973,0.383819,0.432638,0.444613,0.434333
1626,0.283258,0.301157,0.392478,0.383371,0.355155,0.415141,0.432973,0.383819,0.432638,0.444613,0.433032
1627,0.283258,0.301157,0.392478,0.383371,0.355155,0.412625,0.432973,0.383819,0.432638,0.444613,0.433032
1628,0.283258,0.301157,0.392478,0.383371,0.355155,0.412625,0.432973,0.383819,0.431965,0.444613,0.433032
1629,0.283258,0.301157,0.391576,0.383371,0.355155,0.412625,0.432973,0.383819,0.431965,0.444613,0.433032
1630,0.283258,0.301157,0.391576,0.383371,0.355155,0.412625,0.432973,0.383819,0.429839,0.444613,0.433032
1631,0.283258,0.301157,0.391576,0.383371,0.355155,0.412625,0.432973,0.383819,0.429839,0.443077,0.433032
1632,0.283258,0.301157,0.391576,0.383371,0.354731,0.412625,0.432973,0.383819,0.429839,0.443077,0.433032
1633,0.283258,0.301157,0.391576,0.383371,0.354731,0.412625,0.432973,0.380951,0.429839,0.443077,0.433032
1634,0.283258,0.301157,0.391576,0.383371,0.354731,0.412625,0.432973,0.380951,0.429839,0.443077,0.433093
1635,0.283258,0.301157,0.391576,0.383371,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.433093
1636,0.280251,0.301157,0.391576,0.383371,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.433093
1637,0.280251,0.301157,0.390654,0.383371,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.433093
1638,0.280251,0.301157,0.390654,0.385064,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.433093
1639,0.280251,0.301157,0.390654,0.382273,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.433093
1640,0.280251,0.301157,0.390654,0.382273,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.434082
1641,0.280251,0.301157,0.390654,0.382273,0.354731,0.412625,0.430777,0.380951,0.429839,0.443077,0.43181
1642,0.280251,0.301157,0.390654,0.382273,0.354731,0.411027,0.430777,0.380951,0.429839,0.443077,0.43181
1643,0.280251,0.301157,0.390654,0.382273,0.355206,0.411027,0.430777,0.380951,0.429839,0.443077,0.43181
1644,0.280251,0.301157,0.390654,0.382273,0.355206,0.411027,0.430777,0.380951,0.429839,0.441097,0.43181
1645,0.280251,0.300146,0.390654,0.382273,0.355206,0.411027,0.430777,0.380951,0.429839,0.441097,0.43181
1646,0.280251,0.300146,0.38971,0.382273,0.355206,0.411027,0.430777,0.380951,0.429839,0.441097,0.43181
1647,0.280251,0.300146,0.38971,0.382273,0.355206,0.411027,0.430777,0.380951,0.428374,0.441097,0.43181
1648,0.280251,0.300146,0.38971,0.382273,0.358951,0.411027,0.430777,0.380951,0.428374,0.441097,0.43181
1649,0.280251,0.300146,0.38971,0.382273,0.355934,0.411027,0.430777,0.380951,0.428374,0.441097,0.43181
1650,0.280251,0.300146,0.38971,0.382273,0.355934,0.411027,0.430543,0.380951,0.428374,0.441097,0.43181
1651,0.280251,0.300146,0.38971,0.382273,0.355934,0.411027,0.430543,0.380951,0.428374,0.441097,0.43414
1652,0.280251,0.300146,0.38971,0.382273,0.355934,0.411027,0.430543,0.380951,0.428374,0.441097,0.433973
1653,0.280251,0.300146,0.38971,0.382273,0.355934,0.411027,0.430543,0.380951,0.428374,0.441097,0.429018
1654,0.280251,0.300146,0.38971,0.382802,0.355934,0.411027,0.430543,0.380951,0.428374,0.441097,0.429018
1655,0.280251,0.300146,0.38971,0.382802,0.355934,0.411027,0.430543,0.381725,0.428374,0.441097,0.429018
1656,0.280251,0.300146,0.38971,0.382802,0.355934,0.411027,0.429349,0.381725,0.428374,0.441097,0.429018
1657,0.280251,0.300146,0.38971,0.382802,0.355934,0.409047,0.429349,0.381725,0.428374,0.441097,0.429018
1658,0.280251,0.300146,0.38971,0.382802,0.355934,0.409047,0.429349,0.381134,0.428374,0.441097,0.429018
1659,0.280251,0.300146,0.387041,0.382802,0.355934,0.409047,0.429349,0.381134,0.428374,0.441097,0.429018
1660,0.280251,0.300146,0.387041,0.38761,0.355934,0.409047,0.429349,0.381134,0.428374,0.441097,0.429018
1661,0.280251,0.300146,0.387041,0.386223,0.355934,0.409047,0.429349,0.381134,0.428374,0.441097,0.429018
1662,0.280251,0.300146,0.387041,0.385669,0.355934,0.409047,0.429349,0.381134,0.428374,0.441097,0.429018
1663,0.280251,0.300146,0.387041,0.385669,0.355934,0.409047,0.429349,0.381134,0.428374,0.438966,0.429018
1664,0.280251,0.300146,0.387041,0.385669,0.355934,0.409047,0.429349,0.381134,0.428744,0.438966,0.429018
1665,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.428744,0.438966,0.429018
1666,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.430052,0.438966,0.429018
1667,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.435628,0.438966,0.429018
1668,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.435299,0.438966,0.429018
1669,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.433044,0.438966,0.429018
1670,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.432517,0.438966,0.429018
1671,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.435043,0.438966,0.429018
1672,0.280251,0.300146,0.387041,0.385669,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1673,0.280251,0.300146,0.387041,0.38721,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1674,0.280251,0.300146,0.387041,0.389568,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1675,0.280251,0.300146,0.387041,0.389899,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1676,0.280251,0.300146,0.387041,0.39077,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1677,0.280251,0.300146,0.387041,0.388545,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1678,0.280251,0.296811,0.387041,0.388545,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1679,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.429349,0.381134,0.432824,0.438966,0.429018
1680,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.381134,0.432824,0.438966,0.429018
1681,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.381134,0.434545,0.438966,0.429018
1682,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.381134,0.435373,0.438966,0.429018
1683,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.381134,0.433898,0.438966,0.429018
1684,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.386833,0.433898,0.438966,0.429018
1685,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.388673,0.433898,0.438966,0.429018
1686,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.393354,0.433898,0.438966,0.429018
1687,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.395023,0.433898,0.438966,0.429018
1688,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.392185,0.433898,0.438966,0.429018
1689,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.39387,0.433898,0.438966,0.429018
1690,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.398802,0.433898,0.438966,0.429018
1691,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.396089,0.433898,0.438966,0.429018
1692,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.394888,0.433898,0.438966,0.429018
1693,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.394452,0.433898,0.438966,0.429018
1694,0.276833,0.296811,0.387041,0.388545,0.352968,0.409047,0.427113,0.391693,0.433898,0.438966,0.429018
1695,0.276833,0.296811,0.387041,0.388545,0.352968,0.406612,0.427113,0.391693,0.433898,0.438966,0.429018
